ticker,date,headline,sentiment_score
TITAN,2026-03-30,Ruma Kishore joins Titan as Group CDIO - ET CIO,-0.9434186816215515
TITAN,2026-04-01,Apple's 50-year journey from garage to tech titan - ET BrandEquity,-0.8564748167991638
TITAN,2026-04-01,"iphone 18 pro features: Latest News & Videos, Photos about iphone 18 pro features - The Economic Times",-0.9381277561187744
TITAN,2026-04-02,"Sensex rebounds 1,800 pts from day's low, settles in green; Nifty above 22,700 as rupee strengthens - BFSI News",0.8834397196769714
TITAN,2026-03-29,"openai hardware device: Latest News & Videos, Photos about openai hardware device - The Economic Times",-0.935860276222229
TITAN,2026-03-30,The Economic Times - The Economic Times,-0.9159992933273315
TITAN,2026-03-30,"Indian shares log worst fiscal since 2020 as foreign exodus, war, trade woes bite - Reuters",-0.9501345753669739
TITAN,2026-03-30,Indian shares log worst month since March 2020 as Mideast war fans growth worries - Reuters,-0.9312541484832764
TITAN,2026-03-30,"ECMS: Centre approves 29 projects from Dixon, Lohum, Indo-MIM, Syrma & others with ₹7,104 crore investment - ET Manufacturing",0.8587402701377869
TITAN,2026-04-04,Maxfresh Cookware Joins the Roar: Official Partner of Gujarat Titans IPL 2026 - Business Standard,-0.8707754015922546
TITAN,2026-03-30,Tough overs begin as IPL rights likely to stagnate at $5.4 billion - Business Standard,-0.8183107376098633
TITAN,2026-03-31,IPL 2026: GT's batting coach Hayden lauds Gill's clarity in leadership - Business Standard,0.576668381690979
TITAN,2026-04-04,IPL 2026: Why is Shubman Gill not playing in GT vs RR match today? - Business Standard,-0.9245038628578186
TITAN,2021-07-06,Titan Company Ltd - Reuters,-0.9414300918579102
TITAN,2025-11-03,India's Titan beats quarterly profit forecast on high gold prices - Reuters,-0.6198470592498779
TITAN,2026-01-07,Titan Company| BUY - bsmedia.business-standard.com,-0.9507997035980225
TITAN,2011-08-09,Titan Kogyo -1qtr parent results - Reuters,-0.9374991059303284
TITAN,2025-07-07,Indian jewellery maker Titan's quarterly revenue rises on higher gold prices - Reuters,0.8855812549591064
TITAN,2017-04-11,"Titan Sec Share Price Today, Titan Sec Stock Price Live NSE/BSE Updates - The Economic Times",-0.941797137260437
TITAN,2017-03-24,"Titan Company Share Price Today, Titan Company Stock Price Live NSE/BSE Updates - The Economic Times",-0.9398019313812256
TITAN,2026-01-06,"India's Titan logs quarterly sales surge on gold price rally, festive demand - Reuters",0.6032957434654236
TITAN,2025-05-08,"India's Titan posts higher quarterly profit on strong demand for premium jewellery, gold coins - Reuters",0.9500653743743896
TITAN,2026-04-02,"Titan Biotech Share Price Today, Titan Biotech Stock Price Live NSE/BSE Updates - The Economic Times",-0.9420859217643738
TITAN,2017-08-06,Check out Titan Company Ltd's stock price (TITAN-IN) in real time - CNBC,-0.9455568790435791
TITAN,2026-02-10,"Indian jeweller Titan's profit jumps on higher prices, festive demand - Reuters",0.8632822036743164
TITAN,2026-04-01,Titan Company Ltd. - The Economic Times,-0.9265291690826416
TITAN,2017-03-29,Titan Intech Ltd. - The Economic Times,-0.93180251121521
TITAN,2021-06-14,Stock Research Report for Titan Biotech Ltd - The Economic Times,-0.9289624691009521
TITAN,2017-04-05,"Titan Company Target Share Price, Titan Company Share Price Forecast - The Economic Times",-0.9381051063537598
TITAN,2019-05-28,Titan Company - bsmedia.business-standard.com,-0.9528912901878357
TITAN,2022-06-08,About Titan Company Ltd (TITN.NS) - Reuters,-0.9454852342605591
TITAN,2025-05-27,"Plain & Simple, Titan Seems to be Having a Great Time - ET BrandEquity",-0.7280279994010925
TITAN,2025-02-06,Cement producer Titan America raises $384 million in US IPO - Reuters,-0.71517014503479
TITAN,2014-03-15,TTAN: Titan Co Ltd Stock Price Quote - Natl India - Bloomberg - Bloomberg.com,-0.9474915862083435
TITAN,2025-04-08,India's Titan shines on jewellery business revenue boost - Reuters,-0.5856046080589294
TITAN,2025-02-05,"Titan Q3 net profit marginally down to Rs 1,047cr, sales up 26% to Rs 17,550 cr - ET Retail",-0.8659825921058655
TITAN,2025-02-07,Titan America valued at nearly $3 bln as shares rise 1.25% in NYSE debut - Reuters,-0.725548267364502
TITAN,2025-08-08,"Titan Q1 net profit surges 52.6% to Rs 1,091 cr; sales rise 21.2% - ET Retail",0.942448616027832
TITAN,2023-11-03,Titan Company03Nov23 - bsmedia.business-standard.com,-0.9499323964118958
TITAN,2026-02-09,"Titan eyes Swiss watch boom post EU trade pact, sets $2 bn overall watch sales target by FY30 - ET BrandEquity",-0.7543359398841858
TITAN,2021-12-21,"Titan Q3 Results: Profit soars 61% YoY to Rs 1,684 crore, total income surges 40% - The Economic Times",0.9364656209945679
TITAN,2019-05-14,TTAM: Titan America SA Stock Price Quote - New York - Bloomberg.com,-0.9488040208816528
TITAN,2025-08-05,"Titan sub disaster was preventable, US finds in scathing report - Reuters",-0.7271968126296997
TITAN,2021-01-20,Check out Titan SA's stock price (TITC-GR) in real time - CNBC,-0.9468931555747986
TITAN,2025-04-07,India's Titan says fourth-quarter revenue grew 25% on surging gold prices - Reuters,0.9523820877075195
