ticker,date,headline,sentiment_score
VBL,2026-03-30,Varun Beverages - bsmedia.business-standard.com,-0.9505180716514587
VBL,2026-03-31,"Si Reporter/undefined - Read all News, Stories, Videos and Photos from Si Reporter/undefined - Business Standard",-0.9515248537063599
VBL,2025-10-29,VBL IN EQUITY 29Oct25 RU - bsmedia.business-standard.com,-0.9463242292404175
VBL,2021-09-07,VBL IN EQUITY 04Sep21 IC - bsmedia.business-standard.com,-0.9482098817825317
VBL,2017-03-24,"Varun Beverages Share Price Today, Varun Beverages Stock Price Live NSE/BSE Updates - The Economic Times",-0.9400414824485779
VBL,2021-01-11,"Varun Beverages Q1 results: Net profit rises 69% YoY to Rs 429 crore, stock split announced. - The Economic Times",0.889362096786499
VBL,2016-11-10,VBL: Varun Beverages Ltd Stock Price Quote - Natl India - Bloomberg - Bloomberg.com,-0.9482797384262085
VBL,2025-12-21,Varun Beverages| BUY - bsmedia.business-standard.com,-0.9512889981269836
VBL,2017-08-05,Check out 's stock price (VBL-IN) in real time - CNBC,-0.9456310272216797
VBL,2026-04-02,Varun Beverages Ltd. - The Economic Times,-0.9220315217971802
VBL,2021-06-02,Stock Research Report for Varun Beverages Ltd - The Economic Times,-0.9284799098968506
VBL,2026-04-02,Varun Beverages announces record date for Rs 0.50 final dividend; shares in focus - The Economic Times,-0.8601281642913818
VBL,2025-01-03,Varun Beverages to invest Rs 412 cr in South African subsidiary - ET Retail,-0.8944038152694702
VBL,2019-04-19,India's per-capita soft drink consumption to be almost double to 84 bottles a year by 2021: VBL - ET Retail,-0.5350942015647888
VBL,2023-03-14,"Indian soft drink market expected to see significant growth, says PepsiCo bottler Varun Beverages - ET BrandEquity",0.9493466019630432
VBL,2018-05-31,"Varun Beverages : Latest News Headlines, Videos and Photo Galleries on Varun Beverages - Business Standard",-0.9443526268005371
VBL,2025-02-11,Varun Beverages Dec qtr profit up 36% - ET BrandEquity,0.943091869354248
VBL,2019-09-30,Untitled - bsmedia.business-standard.com,-0.947187066078186
VBL,2023-03-12,"Indian soft drink market expected to see significant growth, says PepsiCo bottler Varun Beverages - ET Retail",0.9504241347312927
VBL,2025-06-19,"Varun Beverages slips 5%, stock tanks 30% thus far in CY25; here's why - Business Standard",-0.7209824919700623
VBL,2025-05-20,Varun Beverages to acquire 50% stake of Sri Lankan visi-cooler maker - ET BrandEquity,-0.8955135941505432
VBL,2022-06-22,Varun Beverages' Jaipuria settles case with Sebi after paying Rs 56 lakh - Business Standard,-0.6794546246528625
VBL,2024-04-14,Varun Beverages starts commercial production of carbonated drinks at Gorakhpur facility - ET Retail,-0.9098880290985107
VBL,2024-09-12,Varun Beverages shares rise over 4% ahead of stock split record date - Business Standard,0.8454955816268921
VBL,2024-03-28,Varun Beverages completes acquisition of South African bottler BevCo - ET BrandEquity,0.5735397338867188
VBL,2024-10-09,"Varun Beverages to raise Rs 7,500 cr through QIP to fund expansion plans - Business Standard",-0.5950506329536438
VBL,2017-01-05,VARUN BEVERAGES - ET Retail,-0.9486773014068604
VBL,2024-09-12,"Varun Beverages rallies 6%, nears record high; trades ex-date for 2:5 split - Business Standard",0.8830629587173462
VBL,2025-12-23,"Stocks to buy today: Shriram Finance, Varun Beverages; check target price - Business Standard",-0.9459947943687439
VBL,2026-02-04,Varun Beverages shares drop 3% as analysts flag competition as key risk - Business Standard,-0.970943808555603
VBL,2025-07-30,"Varun Beverages Q2 results: Profit up 5% to ₹1,325.4 cr, revenue down 2.32% - Business Standard",-0.9402124285697937
VBL,2025-07-30,Varun Beverages shares rise 10% in 2 days post Q2 results; upside left? - Business Standard,0.8402843475341797
VBL,2019-01-14,"Varun beverages ltd - Latest varun beverages ltd , Information & Updates - Marketing & Advertising - ET BrandEquity",-0.9503018260002136
VBL,2025-01-02,Varun Beverages announces Rs 412 cr investment in South African subsidiary - Business Standard,-0.8851087689399719
VBL,2026-03-24,The Economic Times - The Economic Times,-0.9159992933273315
VBL,2026-02-17,"Britannia sees 'Darvas Box'; VBL, Marico show reversal signs, says analyst - Business Standard",0.6533337831497192
VBL,2025-08-15,Varun Beverages' growth hinges on recovery; outlook stays positive - Business Standard,0.9057778716087341
VBL,2024-12-11,Varun Beverages' growth strategy could prove beneficial for investors - Business Standard,0.9178574681282043
VBL,2026-02-03,"Varun Beverages slips into red, stock down 6% from day's high post Q4 nos - Business Standard",-0.9700263142585754
VBL,2025-12-23,"Varun Beverages to acquire South African beverage firm Twizza at enterprise value of Rs 1,118.7cr - ET BrandEquity",-0.9185317754745483
VBL,2025-07-21,"Varun Beverages Ltd Quarterly Results, 01 Apr 2026 - NSE 401.80, BSE 402.50 - Business Standard",-0.9443981647491455
VBL,2025-03-31,"Fizz is back in Varun Beverages stock as launches, summer boost outlook - Business Standard",0.8069491386413574
VBL,2025-10-29,Varun Beverages up 10% as Q3 PAT zooms 19%; announces pact with Carlsberg - Business Standard,0.9496358036994934
VBL,2024-10-22,Varun Beverages share price gains post Q3 results; profit jumps 22% - Business Standard,0.938929557800293
VBL,2017-10-19,VARUN BEVERAGES LTD - ET Retail,-0.9491698145866394
VBL,2025-10-29,Varun Beverages forays into alco-bev sector with Carlsberg tie-up in Africa - Business Standard,-0.6956815123558044
VBL,2023-01-16,"jefferies buy call on varun beverages: Latest News & Videos, Photos about jefferies buy call on varun beverages - The Economic Times",-0.9367345571517944
VBL,2025-04-04,"VBL, ICICI Bank: 5 stocks to buy and keep in your portfolio this April - Business Standard",-0.92526775598526
VBL,2025-03-10,"PepsiCo to double India revenue in 5 yrs, invest in capacity building in key market - ET Hospitality",0.9016438126564026
