ticker,date,headline,sentiment_score
ADANIPORTS,2026-03-20,"Nine Monthly Results, Nine Monthly Earnings for - The Economic Times",-0.9184995889663696
ADANIPORTS,2026-03-19,"Quarterly Results, Financial Summary & Previous Quarter Results - The Economic Times",-0.9030649065971375
ADANIPORTS,2026-03-18,Adani Ports to be one of implementing entities in Jaiprakash Associates insolvency plan - The Economic Times,-0.9004269242286682
ADANIPORTS,2024-02-13,Adani Ports & Special Economic Zone Stocks Live Updates: Adani Ports & Special Economic Zone Stock Detail - The Economic Times,-0.940975546836853
ADANIPORTS,2024-04-18,Adani Ports & Special Economic Zone Stocks Live Updates: Adani Ports & SEZ Closes at Rs 1304.35 with 3-Mon - The Economic Times,-0.8977829217910767
ADANIPORTS,2024-01-15,Adani Ports & Special Economic Zone Stocks Live Updates: Adani Ports & Special Economic Zone Closes at Rs - The Economic Times,-0.9067278504371643
ADANIPORTS,2024-01-09,Adani Ports & Special Economic Zone Stocks Live Updates: Adani Ports & Special Economic Zone Sees 2.1% Pr - The Economic Times,-0.7581474781036377
ADANIPORTS,2026-03-13,"Paradeep Parivahan Yearly results, Financial Summary - The Economic Times",-0.9222976565361023
ADANIPORTS,2026-03-16,"Dev Accelerator Cash Flow, Financial Statements - The Economic Times",-0.921639621257782
ADANIPORTS,2026-03-18,"Advance Agrolife Cash Flow, Financial Statements - The Economic Times",-0.9320839047431946
ADANIPORTS,2026-03-18,Indian-Flagged Crude Tanker Jag Laadki Arrives in Mundra After Transit Through Hormuz - The Economic Times,-0.7659368515014648
ADANIPORTS,2021-06-20,Adani Ports and Special Economic Zone Ltd - Reuters,-0.9370691180229187
ADANIPORTS,2017-08-06,Check out Adani Ports and Special Economic Zone Ltd's stock price (ADANIPORTS-IN) in real time - CNBC,-0.9441912770271301
ADANIPORTS,2025-11-04,Adani Ports sees logistics revenue jump on rising shipping volumes - Reuters,0.8364259004592896
ADANIPORTS,2026-02-03,"India's Adani Ports raises annual earnings forecast, expects Australia terminal boost - Reuters",0.9237520694732666
ADANIPORTS,2024-05-24,India's Adani Ports to replace Wipro in Sensex after BSE rejig - Reuters,-0.8664107322692871
ADANIPORTS,2017-03-24,"Adani Ports SEZ Share Price Today, Adani Ports SEZ Stock Price Live NSE/BSE Updates - The Economic Times",-0.9416269659996033
ADANIPORTS,2025-05-01,India's Adani Ports sees higher FY26 revenue growth on robust volumes - Reuters,0.9535140991210938
ADANIPORTS,2017-08-18,Adani Ports & Special Economic Zone Ltd. - The Economic Times,-0.9291121363639832
ADANIPORTS,2024-10-29,India's Adani Ports maintains FY25 core profit forecast after Q2 earnings miss - Reuters,-0.7285175919532776
ADANIPORTS,2025-05-01,"Adani Ports pegs Rs 11,000-12,000 crore as capex spending in FY26 - ETCFO.com",-0.9345442056655884
ADANIPORTS,2023-01-04,"Adani ports share price - Latest adani ports share price , Information & Updates - Infra - ET Infra",-0.9502186179161072
ADANIPORTS,2025-08-05,India's Adani Ports posts quarterly profit rise on cargo volume growth - Reuters,0.9268590211868286
ADANIPORTS,2023-06-01,Deloitte Flags Adani Port Transactions Citing Lack of Review - Bloomberg.com,-0.8341708183288574
ADANIPORTS,2025-05-01,"Adani Ports clocks all-time high PAT at Rs 11,061 crore in FY25, to pay Rs 7 dividend - ETCFO.com",-0.5939012169837952
ADANIPORTS,2022-06-08,APSE.NS - Reuters,-0.9467745423316956
ADANIPORTS,2025-11-04,"Adani Ports net profit rises 29% to ₹3,120 crore in Q2 FY26; revenue up 30% - ET Infra",0.953494131565094
ADANIPORTS,2025-08-05,"Adani Ports Q1 FY26 Result: Net profit rises 7% to ₹3,311 crore - ET Infra",0.9465044736862183
ADANIPORTS,2023-01-25,"Adani Ports, Ambuja Most Vulnerable If Adani Group Rout Extends - Bloomberg.com",-0.8597216010093689
ADANIPORTS,2025-05-29,Adani Ports' bond sale draws LIC interest on India market return: Report - ET Infra,-0.9069691300392151
ADANIPORTS,2016-10-31,ANRTY: Adani Ports & Special Economic Zone Ltd Stock Price Quote - - Bloomberg - Bloomberg.com,-0.9465407729148865
ADANIPORTS,2025-01-30,Adani Ports logs 32% net profit growth in first three quarters of 2024-25 - ET Infra,0.9109919667243958
ADANIPORTS,2023-08-17,Deloitte’s resignation from Adani Ports: Convincing or unconvincing? - ETCFO.com,-0.6446396708488464
ADANIPORTS,2026-02-03,"Adani Ports Q3 net profit rises 21% to ₹3,043 crore - ET Infra",0.9451025128364563
ADANIPORTS,2020-01-04,"gangavaram port: Latest News & Videos, Photos about gangavaram port - The Economic Times",-0.9364526271820068
